age,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,poutcome,day_of_the_year,y,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,contact_cellular,contact_unknown
0.0,0.0,0.5,0,0.6666666666666666,0,0,0.4,0.0,0.0,0,0.5,0.31754874651810583,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0,1.0,0.5,0,0.6666666666666666,1,0,0.6,0.10204081632653061,0.0,0,0.5,0.6350974930362117,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,1.0,0.25,0,0.0,1,0,0.4,0.0,0.0,0,0.5,0.0584958217270195,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,1.0,1.0,0,0.6666666666666666,1,1,0.2,0.0,0.0,0,0.5,0.37604456824512533,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.5,0.0,0.5,0,0.0,0,0,0.0,0.0,0.0,0,0.5,0.5710306406685237,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,1.0,1.0,0,0.6666666666666666,0,0,0.4,0.0,0.0,0,0.5,0.5877437325905293,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,0.0,0.5,0,1.0,0,0,1.0,0.02040816326530612,0.0,0,0.5,0.4178272980501393,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.5,1.0,0.25,0,1.0,1,0,0.8,0.0,0.0,0,0.5,0.883008356545961,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.5,1.0,1.0,0,1.0,1,0,0.4,0.0,0.0,0,0.5,0.40947075208913647,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,0.0,1.0,0,0.3333333333333333,1,1,0.8,0.0,0.0,0,0.5,0.37047353760445684,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,1.0,0.25,0,0.3333333333333333,1,1,0.4,0.0,0.0,0,0.5,0.3565459610027855,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,1.0,0.5,0,0.6666666666666666,1,0,0.8,0.02040816326530612,0.44380733944954126,1,1.0,0.6657381615598886,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0.5,1.0,0.0,0,0.0,0,0,0.0,0.10204081632653061,0.0,0,0.5,0.5738161559888579,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,1.0,0.5,0,0.0,1,0,1.0,0.02040816326530612,0.0,0,0.5,0.3732590529247911,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.0,0.0,0.5,0,0.0,0,0,0.0,0.14285714285714285,0.4013761467889908,6,0.0,0.36768802228412256,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,1.0,0.5,0,0.3333333333333333,1,0,0.2,0.02040816326530612,0.0,0,0.5,0.35097493036211697,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1.0,1.0,0.5,0,0.0,0,0,0.2,0.20408163265306123,0.0,0,0.5,0.6239554317548747,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,1.0,1.0,0,0.3333333333333333,1,0,0.0,0.10204081632653061,0.0,0,0.5,0.596100278551532,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.5,0.5,1.0,0,0.0,0,0,0.4,0.02040816326530612,0.0,0,0.5,0.37047353760445684,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,0.0,0.5,0,1.0,0,0,1.0,0.02040816326530612,0.04472477064220184,10,0.25,0.8523676880222841,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1.0,1.0,0.25,0,0.3333333333333333,1,1,0.4,0.02040816326530612,0.0,0,0.5,0.3342618384401114,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.25,0,1.0,0,0,0.8,0.0,0.0,0,0.5,0.6462395543175488,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0,1.0,0.5,0,0.0,0,0,1.0,0.04081632653061224,0.0,0,0.5,0.0584958217270195,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0.5,0,0.3333333333333333,1,0,0.0,0.08163265306122448,0.3669724770642202,2,0.25,0.28969359331476324,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,0.0,1.0,0,0.6666666666666666,1,0,0.8,0.0,0.0,0,0.5,0.3565459610027855,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.5,1.0,1.0,0,1.0,0,0,0.8,0.0,0.0,0,0.5,0.4568245125348189,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,0.0,0.0,0,0.6666666666666666,1,0,1.0,0.04081632653061224,0.0,0,0.5,0.35097493036211697,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,1.0,0.25,0,1.0,0,0,0.4,0.04081632653061224,0.0,0,0.5,0.5348189415041783,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,0.0,0.5,0,0.3333333333333333,1,1,0.8,0.0,0.2694954128440367,3,0.0,0.2785515320334262,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0,0.0,0.0,0,0.3333333333333333,1,0,0.6,0.04081632653061224,0.0,0,0.5,0.35097493036211697,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.5,1.0,0.5,0,0.0,1,0,0.4,0.08163265306122448,0.2855504587155963,2,0.0,0.06406685236768803,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.5,1.0,0.25,0,0.0,0,0,1.0,0.02040816326530612,0.0,0,0.5,0.6462395543175488,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,1.0,0.5,0,1.0,0,0,0.4,0.14285714285714285,0.0,0,0.5,0.532033426183844,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.5,0,0.0,1,0,0.4,0.02040816326530612,0.0,0,0.5,0.883008356545961,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.5,1,0.0,1,0,0.2,0.02040816326530612,0.0,0,0.5,0.38997214484679665,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,0,1.0,0,0,0.0,0.02040816326530612,0.0,0,0.5,0.09192200557103064,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,0.0,0.5,0,0.0,1,0,0.2,0.02040816326530612,0.0,0,0.5,0.3955431754874652,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,1.0,1.0,0,0.0,1,1,0.2,0.04081632653061224,0.0,0,0.5,0.5292479108635098,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.5,1.0,0.5,0,0.3333333333333333,1,0,1.0,0.0,0.0,0,0.5,0.43454038997214484,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5,1.0,0.5,0,0.6666666666666666,1,1,1.0,0.0,0.0,0,0.5,0.415041782729805,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.5,1.0,0.25,0,1.0,1,0,0.6,0.0,0.0,0,0.5,0.37604456824512533,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5,1.0,0.25,0,1.0,1,0,0.6,0.02040816326530612,0.3623853211009174,2,0.0,0.28969359331476324,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.5,0.0,0.5,0,0.3333333333333333,0,0,0.0,0.02040816326530612,0.0,0,0.5,0.5125348189415042,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.0,0.0,0.25,0,0.0,1,0,0.8,0.02040816326530612,0.0,0,0.5,0.3983286908077994,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,0.0,0,0.6666666666666666,0,0,0.4,0.0,0.0,0,0.5,0.5877437325905293,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0,1.0,0.0,0,1.0,0,0,0.4,0.08163265306122448,0.0,0,0.5,0.44846796657381616,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,1.0,1.0,0,1.0,1,0,0.4,0.061224489795918366,0.0,0,0.5,0.5487465181058496,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1.0,0.5,0.5,0,0.0,1,1,0.8,0.02040816326530612,0.0,0,0.5,0.06128133704735376,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1.0,1.0,1.0,0,1.0,1,1,0.4,0.0,0.0,0,0.5,0.8774373259052924,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.5,0.0,1.0,0,1.0,0,0,0.0,0.04081632653061224,0.0,0,0.5,0.3286908077994429,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,0.5,1.0,0,1.0,0,0,1.0,0.02040816326530612,0.0,0,0.5,0.13370473537604458,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,1.0,1.0,0,0.3333333333333333,0,0,0.0,0.061224489795918366,0.0,0,0.5,0.6239554317548747,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,1.0,1.0,0,0.6666666666666666,1,0,1.0,0.04081632653061224,0.0,0,0.5,0.5348189415041783,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,1.0,0.5,0,0.3333333333333333,1,0,0.8,0.04081632653061224,0.0,0,0.5,0.3370473537604457,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.0,1.0,0.5,0,0.6666666666666666,1,0,0.2,0.04081632653061224,0.0,0,0.5,0.6100278551532033,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0,0.0,0.5,0,1.0,0,0,0.6,0.02040816326530612,0.0,0,0.5,0.39275766016713093,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,0.5,0.5,0,0.3333333333333333,0,1,0.4,0.0,0.0,0,0.5,0.8774373259052924,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,0.5,1.0,0,0.6666666666666666,1,0,0.0,0.0,0.41743119266055045,2,0.25,0.3565459610027855,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,0.0,1.0,0,0.0,0,0,0.6,0.0,0.12155963302752294,2,1.0,0.7019498607242339,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,0.5,0,0.3333333333333333,0,1,0.0,0.0,0.9277522935779816,12,0.0,0.754874651810585,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.5,0,0.3333333333333333,1,1,0.8,0.0,0.0,0,0.5,0.33147632311977715,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.5,1.0,0.5,0,1.0,1,0,0.8,0.0,0.0,0,0.5,0.3732590529247911,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,1.0,0.5,0,0.6666666666666666,1,0,1.0,0.0,0.4048165137614679,2,0.0,0.3593314763231198,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,1.0,0,0.6666666666666666,1,0,0.0,0.02040816326530612,0.4151376146788991,1,0.25,0.34818941504178275,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,1.0,1.0,0,0.3333333333333333,1,0,0.4,0.0,0.0,0,0.5,0.29526462395543174,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,1.0,0.25,0,1.0,1,0,0.2,0.02040816326530612,0.0,0,0.5,0.5181058495821727,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.5,0.5,0.25,0,1.0,1,0,0.0,0.04081632653061224,0.0,0,0.5,0.4596100278551532,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.5,1.0,1.0,0,0.0,0,0,0.2,0.14285714285714285,0.0,0,0.5,0.5264623955431755,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.5,1.0,0.5,0,1.0,1,0,0.0,0.02040816326530612,0.0,0,0.5,0.4596100278551532,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.5,1.0,0.5,0,0.0,1,0,1.0,0.0,0.009174311926605505,2,0.0,0.3370473537604457,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,1.0,0,0.3333333333333333,0,0,0.8,0.061224489795918366,0.0,0,0.5,0.2785515320334262,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,1.0,0.5,0,0.0,1,0,1.0,0.061224489795918366,0.0,0,0.5,0.3342618384401114,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.5,0.0,0.25,0,0.0,0,0,0.6,0.0,0.4231651376146789,2,0.0,0.3398328690807799,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0,1.0,1.0,0,1.0,0,0,0.6,0.0,0.10550458715596331,4,1.0,0.0584958217270195,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.5,1.0,0.5,0,1.0,0,0,0.2,0.04081632653061224,0.0,0,0.5,0.4596100278551532,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,1.0,0.5,0,0.0,1,1,1.0,0.02040816326530612,0.0,0,0.5,0.3955431754874652,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.5,1.0,0.25,0,0.6666666666666666,1,0,0.8,0.061224489795918366,0.0,0,0.5,0.3426183844011142,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.5,0,0.3333333333333333,1,0,1.0,0.02040816326530612,0.3967889908256881,2,0.0,0.28133704735376047,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,1.0,0.5,0,1.0,1,0,0.2,0.02040816326530612,0.0,0,0.5,0.5738161559888579,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5,0.0,1.0,0,0.0,0,0,0.6,0.04081632653061224,0.11009174311926606,3,1.0,0.6908077994428969,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.25,0,0.6666666666666666,1,0,0.0,0.0,0.0,0,0.5,0.4373259052924791,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,0.5,0,1.0,0,0,0.2,0.02040816326530612,0.0,0,0.5,0.45125348189415043,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.5,0.0,0.5,0,0.6666666666666666,1,0,0.4,0.02040816326530612,0.0,0,0.5,0.33147632311977715,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.5,0,0.6666666666666666,1,0,0.0,0.12244897959183673,0.0,0,0.5,0.36768802228412256,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.5,1.0,0.25,0,1.0,0,0,0.4,0.0,0.0,0,0.5,0.42896935933147634,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5,1.0,1.0,0,1.0,1,0,1.0,0.0,0.0,0,0.5,0.8885793871866295,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5,1.0,0.5,0,0.0,1,0,0.0,0.0,0.0,0,0.5,0.3955431754874652,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,0.0,0.25,0,1.0,0,0,0.2,0.04081632653061224,0.0,0,0.5,0.5459610027855153,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,1.0,0.5,0,1.0,0,0,0.0,0.04081632653061224,0.0,0,0.5,0.8885793871866295,0,0,0,0,0,0,0,1,0,0,0,0,1,0
