age,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,poutcome,day_of_the_year,y,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,contact_cellular,contact_telephone,contact_unknown
2.6396708743907267,1.0,0.5,0,9.182455168486648,1,1,-0.2884229028709609,1,266,2,0.0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2.6396708743907267,1.0,0.5,0,8.105911197986508,0,0,-0.6012404514377131,4,-1,0,0.5,240,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4.418835248695773,1.0,0.5,0,8.23880116587155,1,0,-1.1763016015376846,2,-1,0,0.5,151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.8569681149154305,0.0,1.0,0,8.805525052709516,0,0,-0.4762926992613588,3,-1,0,0.5,203,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3.9774362364594955,1.0,0.5,0,8.327726166461412,0,0,1.7114585193593084,4,-1,0,0.5,221,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3.3743231269788683,1.0,0.25,0,8.130647968160584,0,1,-0.027745765161523512,1,-1,0,0.5,220,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.055280193451826,1.0,1.0,0,7.952966790923131,1,0,-0.3944388952166988,2,160,1,0.0,324,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.3975304576091827,0.0,1.0,0,8.206037762778815,0,0,-0.03956915327859304,1,-1,0,0.5,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.3905019750999497,0.0,1.0,0,8.165932137321585,0,0,-0.5550866722823412,1,-1,0,0.5,147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2.520692934688839,1.0,0.5,0,8.108021221376747,1,1,-0.10665310229486659,2,193,2,0.25,33,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4.131315976088107,0.5,0.5,0,8.637107288081575,1,1,-0.23867521253828206,10,-1,0,0.5,231,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4.418835248695773,1.0,0.25,0,8.277666160851503,0,1,-0.5282366674523168,1,208,1,0.0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.520692934688839,0.0,1.0,0,8.22389538017882,0,0,-0.4511450965555835,1,-1,0,0.5,225,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1.8569681149154305,1.0,0.5,0,8.159374736775426,1,0,-1.548558200872611,3,-1,0,0.5,134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3.2785626180406027,1.0,1.0,0,8.223090551161533,1,0,-0.21795478475889815,5,-1,0,0.5,155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2.3975304576091827,1.0,0.5,0,8.082402253926244,1,0,-0.23867521253828206,3,-1,0,0.5,210,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4.278263378908829,1.0,0.5,0,8.133880887949207,0,0,1.1193992296297197,1,181,14,1.0,223,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1.3905019750999497,0.0,0.25,0,7.794411205726601,1,0,1.7897964683370642,2,-1,0,0.5,139,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3.9774362364594955,1.0,0.25,0,8.193953023563742,1,1,1.8011353657172882,10,-1,0,0.5,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4.055280193451826,1.0,0.5,1,8.225503097566918,0,0,-1.992793983340085,5,-1,0,0.5,325,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3.64626922296472,1.0,0.0,0,8.239329427901795,1,0,-0.2668554631605641,1,-1,0,0.5,148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4.984571607497431,1.0,1.0,0,8.292298107063221,0,0,-0.3555062057519292,3,-1,0,0.5,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4.6188042428369265,1.0,1.0,0,8.25712628599743,1,0,-0.679089403248624,1,-1,0,0.5,129,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4.2056198254149635,1.0,0.25,0,8.07215530818825,0,1,-0.3103768053793163,1,-1,0,0.5,29,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2.754720066905956,1.0,0.5,0,8.224967478914584,1,0,0.31618003881555407,1,-1,0,0.5,151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4.682773821101646,1.0,0.5,0,8.118505067587098,0,0,-1.5047385330765546,1,-1,0,0.5,326,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.6396708743907267,1.0,0.5,0,8.716535732544495,1,0,0.3385558178346114,2,94,1,0.0,248,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2.973946828243018,0.5,1.0,0,8.95402775927046,1,0,-0.1643372458925064,1,-1,0,0.5,151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3.558049263024165,1.0,0.5,0,7.357556200910353,1,0,0.1581274628236206,1,-1,0,0.5,172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2.6396708743907267,1.0,1.0,0,8.161089512845797,0,0,0.46546136074804983,2,-1,0,0.5,239,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2.754720066905956,1.0,0.5,0,8.124743020385568,1,0,-1.2081528037021245,8,-1,0,0.5,154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4.745481950275308,1.0,0.25,0,8.127109185346375,0,0,-0.4678512806716281,3,-1,0,0.5,192,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.999981400745886,0.0,0.5,0,8.201934351194222,0,0,0.8285494605755678,2,-1,0,0.5,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2.520692934688839,1.0,1.0,0,8.502079553606189,1,0,1.1117815423933657,2,-1,0,0.5,132,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3.9774362364594955,1.0,0.25,0,8.094683648698815,0,0,0.012790112448786115,2,-1,0,0.5,186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3.1800176378339757,1.0,0.5,0,8.427924723658055,0,0,0.2371382343350423,5,-1,0,0.5,141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2.6396708743907267,0.5,1.0,0,8.965590066907914,1,0,-0.679089403248624,2,-1,0,0.5,324,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3.4674413879957595,1.0,0.5,0,8.050384453067021,1,0,0.6501219305487086,6,-1,0,0.5,212,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2.8660741005038712,1.0,0.5,0,8.125926802707886,0,0,-1.4027266409295898,2,-1,0,0.5,155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.754720066905956,0.0,0.5,0,8.169902647359145,1,1,0.3992776832186204,2,347,1,0.0,132,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.999981400745886,0.0,0.5,0,8.105911197986508,1,0,-0.38655152355684796,6,363,9,0.0,139,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3.558049263024165,0.0,0.5,0,9.254548626640503,0,0,1.7602569425924397,2,-1,0,0.5,221,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3.4674413879957595,0.5,0.25,0,8.133293861222633,1,0,0.25143593214973353,2,-1,0,0.5,136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3.558049263024165,0.5,0.5,0,8.105911197986508,0,0,0.37359171035261324,5,-1,0,0.5,210,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2.2699025903446524,0.0,1.0,0,8.615770754777232,1,0,-2.496318441475613,4,-1,0,0.5,326,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4.055280193451826,1.0,0.5,0,8.15908865466791,1,0,1.3659870771259022,2,-1,0,0.5,108,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4.055280193451826,1.0,0.25,0,8.4069317971587,1,0,-0.13837076386132033,2,-1,0,0.5,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4.745481950275308,1.0,0.0,0,8.173293438966228,1,0,-1.1921093579473052,2,-1,0,0.5,133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.520692934688839,1.0,0.5,0,8.120886021092838,0,0,-0.6012404514377131,3,-1,0,0.5,224,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.8560500083817608,0.0,0.5,0,8.271804031154709,0,0,-0.13837076386132033,1,-1,0,0.5,121,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2.520692934688839,1.0,0.5,0,8.335911094196945,1,0,0.2561674626181943,6,-1,0,0.5,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4.2056198254149635,1.0,0.25,0,8.111928063310739,1,0,-0.10040472670519943,1,-1,0,0.5,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2.1375000853110975,1.0,1.0,0,8.446126742982377,1,1,-0.8179512252449047,1,-1,0,0.5,142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3.4674413879957595,0.0,0.5,0,8.116118431609365,0,0,-1.7734258698327476,1,-1,0,0.5,212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2.520692934688839,1.0,1.0,0,8.296795865770052,0,0,-0.13837076386132033,1,-1,0,0.5,218,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.8560500083817608,0.0,0.5,0,9.435881047890113,0,0,1.062586715771765,2,-1,0,0.5,157,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2.754720066905956,1.0,0.25,0,8.891098830616636,1,0,0.4286348472074197,1,-1,0,0.5,324,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3.1800176378339757,1.0,1.0,0,8.52674740422105,1,0,-0.11924397113353029,1,-1,0,0.5,154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.3905019750999497,0.0,1.0,0,8.128290171607052,1,1,0.7054124336597937,1,-1,0,0.5,140,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3.897702863434892,1.0,0.25,0,8.177796683277778,1,1,-0.28119154619095593,1,-1,0,0.5,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3.897702863434892,1.0,0.5,0,8.264105763728956,1,0,0.7940036790396249,2,386,1,1.0,246,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3.3743231269788683,1.0,0.0,0,8.103796712981794,0,0,-1.4835128949237961,6,-1,0,0.5,213,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3.07853450376902,1.0,0.5,0,8.105911197986508,1,0,1.7335227275325105,2,-1,0,0.5,141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1.7080395046734995,0.0,0.5,0,8.106816038947052,0,0,-1.5047385330765546,8,349,6,0.0,139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2.754720066905956,1.0,0.5,0,8.18060094759445,1,0,-0.8066514137375198,2,-1,0,0.5,133,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4.6188042428369265,1.0,0.5,0,8.11701408773731,0,0,-0.8293643824711625,11,-1,0,0.5,231,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4.418835248695773,1.0,1.0,0,8.156223323194624,1,0,-0.9631687440680086,6,-1,0,0.5,221,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3.3743231269788683,0.5,1.0,0,8.105911197986508,0,0,-0.38655152355684796,2,-1,0,0.5,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.6594246939640365,0.0,0.5,0,8.665957964681349,0,0,1.0034540325745658,2,38,10,0.25,313,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3.732215207888324,1.0,0.25,0,8.185907481482324,1,1,-0.19757576490350087,2,-1,0,0.5,127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.745481950275308,0.0,0.25,0,9.58713161949974,0,0,0.6071509284892089,1,-1,0,0.5,239,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2.6396708743907267,1.0,0.5,0,8.106514516255185,0,0,1.4774946238282207,3,-1,0,0.5,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2.6396708743907267,0.0,0.5,0,8.223627175805483,1,0,-2.496318441475613,5,319,2,0.25,111,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.2207754684211913,0.0,1.0,0,8.316544717929398,1,0,0.7054124336597937,1,-1,0,0.5,135,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3.4674413879957595,1.0,1.0,0,8.566173813637858,0,0,0.8160852736351996,1,-1,0,0.5,171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3.1800176378339757,0.0,0.0,0,8.331345424845724,1,0,1.4082542932531057,3,-1,0,0.5,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3.9774362364594955,1.0,0.25,0,8.514389264083503,0,0,-0.4103699289910234,3,-1,0,0.5,199,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2.2699025903446524,0.0,0.5,0,8.195057690895077,1,1,0.6883700132511842,1,234,3,0.0,107,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.4520063648823194,0.0,0.0,0,8.146419323098003,1,0,0.05207675646466392,3,-1,0,0.5,133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3.07853450376902,1.0,0.5,0,7.8551570058813445,1,0,-0.2884229028709609,5,248,2,0.0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2.973946828243018,1.0,0.25,0,8.112227958349724,0,0,1.439193334896923,2,-1,0,0.5,239,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.3905019750999497,1.0,0.5,0,8.662677858158219,0,0,-0.3478674701380077,8,-1,0,0.5,198,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.486886884195171,1.0,0.5,0,8.105911197986508,1,0,-0.21795478475889815,2,-1,0,0.5,324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.8159933916666136,1.0,0.5,1,7.90100705199242,1,0,-0.49335675098868764,2,-1,0,0.5,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.5527261000190633,0.0,0.0,0,8.781094735202615,0,0,-2.5602105680379625,2,-1,0,0.5,40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.1375000853110975,0.0,0.5,0,7.9603236291488395,1,0,-0.8643092654004555,2,-1,0,0.5,149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.3975304576091827,1.0,1.0,0,7.75190533307861,1,1,-0.8408933761158082,3,-1,0,0.5,197,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2.973946828243018,1.0,0.5,0,8.209308411646937,1,0,1.3702677663683445,1,-1,0,0.5,163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.754720066905956,1.0,0.5,0,8.344980368770571,1,1,1.4144931132473293,1,-1,0,0.5,156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2.8660741005038712,1.0,0.25,0,8.78813593986372,1,0,0.23233751319291396,1,-1,0,0.5,142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.973946828243018,1.0,0.25,0,8.885579291282982,1,0,0.040974628074042355,2,315,2,0.0,111,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.2785626180406027,0.0,0.5,0,8.173293438966228,0,0,-0.9250679156320322,2,-1,0,0.5,191,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.1375000853110975,0.0,0.25,0,7.9441374911141125,1,0,0.6465917672389974,2,-1,0,0.5,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4.6188042428369265,1.0,0.0,0,8.35490952835879,0,0,-0.21112444756865087,1,-1,0,0.5,218,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3.897702863434892,1.0,0.0,0,9.088963385809583,0,0,-0.2956971926288916,5,-1,0,0.5,168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4.131315976088107,1.0,1.0,0,8.506738733512378,1,0,-0.12558715124578868,4,-1,0,0.5,204,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3.732215207888324,0.5,0.5,0,8.107418811719974,1,1,0.5400599971909754,2,-1,0,0.5,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4.278263378908829,1.0,1.0,0,8.631057447565285,1,1,-0.03364367076263385,1,-1,0,0.5,322,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3.3743231269788683,0.0,1.0,0,9.562475024372697,0,0,-0.9503234798538867,3,-1,0,0.5,125,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4.806973916947399,0.5,1.0,0,9.202711344811691,0,0,1.0886863080983247,2,-1,0,0.5,55,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2.520692934688839,1.0,1.0,0,8.157657015196472,0,0,-1.1302204851399134,4,-1,0,0.5,231,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.2699025903446524,1.0,1.0,0,8.327000740241713,1,0,1.6379522372497175,3,-1,0,0.5,199,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.5527261000190633,1.0,0.5,0,8.144388865547622,1,0,0.37790714261657893,3,-1,0,0.5,128,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3.8159933916666136,1.0,0.5,0,8.272059622210412,1,0,-0.6690691566536104,3,-1,0,0.5,226,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2.2699025903446524,0.0,0.5,0,8.50976567558744,0,0,0.08481794949721301,2,-1,0,0.5,148,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.055280193451826,0.5,0.5,0,8.165079258805068,0,1,-0.25974967849331065,1,-1,0,0.5,322,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.897702863434892,0.5,1.0,0,8.25712628599743,1,0,-0.9761638734535286,1,363,2,0.25,135,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.1375000853110975,0.0,1.0,0,8.125039097367745,0,0,0.10619137202958448,1,105,2,1.0,259,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2.6396708743907267,1.0,0.5,0,8.146419323098003,0,1,-2.9840945298639827,1,808,12,0.0,278,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.5527261000190633,0.0,0.5,0,8.213381737034572,1,1,0.41193809787894897,1,-1,0,0.5,126,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3.07853450376902,1.0,0.5,0,9.448411943874628,1,0,0.41193809787894897,1,-1,0,0.5,141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3.897702863434892,1.0,0.5,0,8.24117615049496,1,0,1.794666032099542,1,352,2,0.0,136,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2.2699025903446524,0.0,1.0,0,8.239329427901795,1,0,-0.9761638734535286,2,361,1,0.25,132,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.520692934688839,1.0,1.0,0,8.146129510025405,1,0,-0.20433158841748958,1,-1,0,0.5,113,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4.6188042428369265,1.0,0.25,0,8.713253274320705,1,0,-0.7200597999077454,2,-1,0,0.5,193,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3.64626922296472,0.5,0.25,0,8.877381954654766,1,0,-2.5602105680379625,3,-1,0,0.5,172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3.1800176378339757,1.0,1.0,0,8.105911197986508,0,0,-0.5733317090633433,8,-1,0,0.5,196,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.973946828243018,1.0,0.5,0,8.780172651227646,1,0,-2.066023736613738,2,-1,0,0.5,172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.07853450376902,1.0,0.5,0,8.105911197986508,1,0,1.1420164321198807,1,7,2,0.0,128,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.999981400745886,0.0,1.0,0,8.226305988015508,0,0,0.5130512623106754,4,-1,0,0.5,107,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.2699025903446524,1.0,0.5,0,8.10892415597534,1,0,1.139520642715641,4,-1,0,0.5,127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3.2785626180406027,0.0,0.25,0,8.105911197986508,0,0,0.2608820311583295,1,368,2,0.0,129,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5.097621283521855,1.0,1.0,0,8.568266461600238,0,0,0.14790547370772142,1,91,4,1.0,28,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3.3743231269788683,1.0,0.5,0,8.747352077624353,0,0,-0.649284013703789,3,-1,0,0.5,172,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4.055280193451826,1.0,0.5,0,7.917900586327916,1,1,1.842549316553262,2,-1,0,0.5,149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3.4674413879957595,1.0,0.25,0,8.31164394850298,1,0,0.5777382450803963,4,-1,0,0.5,130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.1375000853110975,0.0,0.5,0,8.13622555490846,1,0,1.033323171727972,2,345,2,0.0,108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3.2785626180406027,1.0,0.5,0,9.013595294516504,1,0,-0.4678512806716281,2,-1,0,0.5,213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2.973946828243018,0.0,1.0,0,8.105911197986508,0,0,0.3561889873107715,3,95,3,1.0,255,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3.9774362364594955,1.0,0.25,0,8.35490952835879,1,0,-1.0575079503782414,1,-1,0,0.5,164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4.131315976088107,1.0,0.5,0,8.74528448245438,0,0,-0.8408933761158082,2,-1,0,0.5,169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.3743231269788683,0.0,0.5,0,8.374707543119483,1,0,-0.2740025777218539,2,-1,0,0.5,126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.2699025903446524,0.0,0.5,0,8.251142139090751,1,0,-1.6423199882788584,7,-1,0,0.5,139,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2.973946828243018,1.0,0.25,0,8.679822114864455,0,0,-0.10040472670519943,1,-1,0,0.5,161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
